experiment,accuracy,within_one_accuracy,mae,quadratic_kappa,loss,image_backbone,text_encoder,fusion,time_sec,error
coral_resnet18,,,,,coral,resnet18,prajjwal1/bert-tiny,mlp,260.7,"'""optimization.val_check_interval"" is not found in the config. You may need to check the overrides. overrides={\'optim.max_epochs\': 10, \'env.num_gpus\': 1, \'env.per_gpu_batch_size\': 32, \'env.num_workers\': 4, \'env.num_workers_inference\': 4, \'optimization.val_check_interval\': 0.5, \'optim.loss_func\': \'coral\', \'model.timm_image.checkpoint_name\': \'resnet18\', \'model.hf_text.checkpoint_name\': \'prajjwal1/bert-tiny\', \'optim.lr\': 0.0001}'"
